Enrique;69;San Lorenzo;Casado;Terciario
Alejo;41;River;Soltero;Terciario
Santiago;24;Velez;Casado;Secundario
Yago;69;Estudiantes;Casado;Secundario
Enrique;55;Independiente;Soltero;Secundario
Anibal;66;Huracán;Casado;Terciario
Juan;60;San Lorenzo;Soltero;Terciario
Santiago;22;Huracán;Casado;Terciario
Yago;68;Gimnasia LP;Casado;Secundario
Daniel;38;Newells;Casado;Terciario
Martín;46;River;Casado;Terciario
Daniel;31;Estudiantes;Soltero;Universitario
Matías;38;Huracán;Soltero;Universitario
Martín;37;Velez;Casado;Terciario
Santiago;56;Boca;Casado;Secundario
Juan;50;Gimnasia LP;Casado;Terciario
Alejo;67;Boca;Soltero;Secundario
Federico;31;Estudiantes;Casado;Universitario
Anibal;22;Boca;Casado;Universitario
Marcelo;37;Huracán;Soltero;Terciario
Marcelo;34;Velez;Casado;Terciario
Marcelo;48;San Lorenzo;Casado;Secundario
Alejo;34;Rosario Central;Casado;Universitario
Marcelo;58;Racing;Casado;Secundario
Luis;46;Racing;Casado;Terciario
Adrián;67;Gimnasia LP;Casado;Universitario
Enrique;66;Gimnasia LP;Soltero;Secundario
Matías;62;Estudiantes;Casado;Universitario
Martín;25;Velez;Casado;Terciario
Federico;19;River;Soltero;Universitario
Enrique;51;Huracán;Soltero;Universitario
Alejandro;40;Velez;Soltero;Secundario
Martín;32;River;Soltero;Terciario
Alejo;41;Estudiantes;Casado;Secundario
Luis;47;Estudiantes;Soltero;Secundario
Mauro;30;Boca;Casado;Universitario
Agustín;41;San Lorenzo;Casado;Terciario
Fernando;41;Estudiantes;Soltero;Terciario
Nicolás;37;Newells;Casado;Terciario
Enrique;34;San Lorenzo;Casado;Terciario
Adrián;29;San Lorenzo;Casado;Universitario
Matías;37;River;Soltero;Terciario
Mauro;66;Racing;Casado;Secundario
Mauro;61;Rosario Central;Casado;Terciario
Fernando;69;San Lorenzo;Soltero;Terciario
Anibal;47;Estudiantes;Casado;Terciario
Agustín;23;Newells;Soltero;Secundario
Marcelo;20;Estudiantes;Casado;Terciario
Matías;56;San Lorenzo;Casado;Universitario
Alejo;56;Newells;Soltero;Terciario
Luis;59;Rosario Central;Casado;Universitario
Martín;69;Racing;Soltero;Terciario
Federico;51;River;Soltero;Universitario
Enrique;32;Racing;Casado;Secundario
Martín;52;Huracán;Casado;Terciario
Yago;32;Racing;Soltero;Universitario
Yago;47;River;Casado;Terciario
Mauro;49;Racing;Soltero;Secundario
Yago;56;Huracán;Casado;Secundario
Marcelo;28;San Lorenzo;Soltero;Universitario
Martín;60;Newells;Casado;Terciario
Anibal;55;Independiente;Casado;Terciario
Fernando;36;River;Casado;Terciario
Anibal;60;Racing;Casado;Universitario
Mauro;61;Rosario Central;Soltero;Secundario
Enrique;33;Velez;Soltero;Terciario
Santiago;58;River;Soltero;Secundario
Yago;70;Huracán;Soltero;Universitario
Juan;70;Estudiantes;Casado;Secundario
Fernando;22;Estudiantes;Soltero;Terciario
Nicolás;25;Boca;Casado;Terciario
Federico;38;Rosario Central;Casado;Universitario
Adrián;34;Boca;Soltero;Universitario
Agustín;26;Gimnasia LP;Soltero;Secundario
Matías;34;Gimnasia LP;Soltero;Terciario
Anibal;52;Newells;Casado;Terciario
Nicolás;32;Independiente;Soltero;Terciario
Matías;39;Velez;Soltero;Secundario
Nicolás;66;Rosario Central;Soltero;Terciario
Mariano;31;Estudiantes;Casado;Secundario
Luis;68;Estudiantes;Casado;Terciario
Nicolás;18;Velez;Casado;Universitario
Marcelo;20;Huracán;Soltero;Universitario
Alejandro;45;Huracán;Casado;Terciario
Adrián;49;Rosario Central;Soltero;Terciario
Santiago;27;Gimnasia LP;Casado;Secundario
Daniel;38;Boca;Casado;Secundario
Agustín;70;Gimnasia LP;Soltero;Secundario
Juan;54;Racing;Casado;Terciario
Mariano;67;Estudiantes;Soltero;Terciario
Martín;28;Racing;Soltero;Universitario
Agustín;23;Huracán;Soltero;Secundario
Agustín;25;Racing;Casado;Universitario
Fernando;58;Independiente;Casado;Terciario
Alejandro;22;Velez;Casado;Universitario
Enrique;35;San Lorenzo;Soltero;Terciario
Federico;28;Rosario Central;Casado;Secundario
Agustín;21;Newells;Casado;Universitario
Martín;55;River;Soltero;Universitario
Alejandro;43;Velez;Casado;Terciario
Santiago;69;Estudiantes;Casado;Terciario
Adrián;49;Huracán;Casado;Secundario
Yago;63;Racing;Casado;Secundario
Adrián;35;River;Soltero;Universitario
Fernando;31;San Lorenzo;Soltero;Terciario
Agustín;62;Huracán;Soltero;Terciario
Fernando;34;Rosario Central;Soltero;Terciario
Yago;58;River;Soltero;Terciario
Federico;57;River;Soltero;Terciario
Adrián;62;Estudiantes;Soltero;Universitario
Mariano;43;San Lorenzo;Soltero;Terciario
Matías;45;Racing;Soltero;Terciario
Yago;24;Independiente;Casado;Terciario
Matías;29;Estudiantes;Casado;Secundario
Agustín;49;Boca;Casado;Terciario
Enrique;35;Racing;Casado;Universitario
Federico;29;Newells;Casado;Universitario
Adrián;22;Huracán;Soltero;Universitario
Enrique;30;Independiente;Soltero;Universitario
Alejo;60;Boca;Soltero;Secundario
Fernando;20;Racing;Casado;Universitario
Anibal;56;Rosario Central;Soltero;Secundario
Juan;49;Velez;Soltero;Universitario
Martín;47;Racing;Casado;Terciario
Enrique;25;Independiente;Casado;Terciario
Nicolás;21;River;Casado;Universitario
Alejo;45;Rosario Central;Casado;Universitario
Javier;24;Independiente;Soltero;Universitario
Adrián;61;Newells;Casado;Secundario
Enrique;18;Huracán;Soltero;Secundario
Mariano;25;Racing;Soltero;Secundario
Daniel;70;Independiente;Soltero;Secundario
Daniel;18;Huracán;Soltero;Terciario
Federico;34;River;Soltero;Universitario
Adrián;39;San Lorenzo;Casado;Terciario
Adrián;32;River;Soltero;Universitario
Luis;69;River;Casado;Secundario
Adrián;27;River;Casado;Universitario
Alejandro;20;Huracán;Casado;Terciario
Marcelo;63;Estudiantes;Casado;Terciario
Daniel;59;Huracán;Casado;Terciario
Agustín;54;River;Casado;Terciario
Daniel;58;Estudiantes;Soltero;Universitario
Mauro;34;Racing;Soltero;Secundario
Agustín;63;Boca;Casado;Secundario
Luis;22;Velez;Soltero;Secundario
Yago;34;San Lorenzo;Casado;Universitario
Matías;42;Racing;Soltero;Secundario
Alejo;61;Estudiantes;Soltero;Secundario
Enrique;60;Huracán;Casado;Universitario
Matías;34;River;Casado;Universitario
Federico;22;Racing;Soltero;Secundario
Mauro;19;Boca;Soltero;Secundario
Santiago;28;Rosario Central;Soltero;Universitario
Anibal;42;Huracán;Soltero;Secundario
Mariano;54;Velez;Soltero;Secundario
Javier;51;Boca;Soltero;Secundario
Agustín;49;Boca;Soltero;Terciario
Marcelo;65;Huracán;Soltero;Secundario
Juan;70;River;Soltero;Terciario
Agustín;56;Gimnasia LP;Casado;Universitario
Luis;56;River;Casado;Secundario
Adrián;61;Gimnasia LP;Casado;Universitario
Daniel;45;Velez;Soltero;Secundario
Mauro;33;River;Casado;Terciario
Mariano;54;Racing;Casado;Universitario
Anibal;44;Estudiantes;Casado;Secundario
Mariano;44;Independiente;Casado;Secundario
Alejandro;33;Huracán;Soltero;Terciario
Mauro;62;Velez;Soltero;Secundario
Enrique;43;San Lorenzo;Soltero;Terciario
Mauro;30;Gimnasia LP;Soltero;Terciario
Fernando;69;Boca;Casado;Universitario
Daniel;61;Velez;Soltero;Universitario
Fernando;19;Newells;Soltero;Universitario
Santiago;33;Independiente;Soltero;Terciario
Enrique;61;Newells;Soltero;Terciario
Mauro;48;Boca;Casado;Universitario
Martín;24;Huracán;Soltero;Secundario
Luis;58;Velez;Casado;Secundario
Juan;66;Racing;Casado;Secundario
Daniel;64;Huracán;Casado;Universitario
Mariano;56;Velez;Casado;Universitario
Javier;52;Newells;Soltero;Universitario
Javier;27;Rosario Central;Casado;Terciario
Agustín;50;San Lorenzo;Casado;Secundario
Mauro;38;Gimnasia LP;Casado;Terciario
Alejo;23;Newells;Soltero;Universitario
Mauro;35;Velez;Soltero;Terciario
Yago;33;San Lorenzo;Soltero;Universitario
Daniel;20;Racing;Casado;Secundario
Anibal;35;River;Casado;Secundario
Daniel;50;Racing;Soltero;Terciario
Martín;60;Gimnasia LP;Soltero;Terciario
Daniel;59;San Lorenzo;Soltero;Universitario
Alejo;45;Newells;Soltero;Secundario
Fernando;50;Velez;Soltero;Secundario
Santiago;43;Velez;Soltero;Secundario
Mariano;39;Gimnasia LP;Soltero;Terciario
Daniel;57;Gimnasia LP;Casado;Secundario
Mauro;61;Estudiantes;Soltero;Secundario
Yago;45;Racing;Soltero;Universitario
Nicolás;68;San Lorenzo;Casado;Secundario
Mariano;60;Boca;Soltero;Terciario
Juan;45;Newells;Soltero;Universitario
Nicolás;48;Racing;Casado;Universitario
Daniel;62;Boca;Casado;Universitario
Daniel;66;Rosario Central;Casado;Universitario
Javier;70;Newells;Casado;Universitario
Santiago;18;Gimnasia LP;Soltero;Secundario
Yago;42;Estudiantes;Soltero;Terciario
Anibal;53;Gimnasia LP;Soltero;Secundario
Fernando;56;Boca;Soltero;Secundario
Federico;65;Racing;Soltero;Secundario
Alejandro;24;River;Casado;Terciario
Fernando;66;San Lorenzo;Casado;Universitario
Marcelo;22;Gimnasia LP;Soltero;Universitario
Martín;32;Rosario Central;Casado;Terciario
Nicolás;30;Huracán;Casado;Terciario
Yago;24;River;Soltero;Universitario
Alejo;40;Velez;Soltero;Universitario
Alejo;30;Rosario Central;Soltero;Secundario
Mauro;37;Newells;Casado;Universitario
Martín;59;Racing;Casado;Terciario
Federico;41;Velez;Casado;Universitario
Javier;20;San Lorenzo;Casado;Secundario
Mariano;65;Gimnasia LP;Casado;Secundario
Nicolás;34;Estudiantes;Casado;Terciario
Juan;39;Racing;Casado;Secundario
Juan;62;San Lorenzo;Soltero;Secundario
Martín;61;River;Casado;Universitario
Mariano;39;Huracán;Soltero;Secundario
Agustín;69;Newells;Casado;Universitario
Anibal;45;Velez;Casado;Secundario
Yago;61;San Lorenzo;Casado;Terciario
Matías;39;San Lorenzo;Soltero;Secundario
Santiago;59;Huracán;Casado;Universitario
Mariano;27;San Lorenzo;Casado;Universitario
Marcelo;57;Boca;Casado;Secundario
Matías;38;Rosario Central;Casado;Universitario
Fernando;35;Independiente;Soltero;Secundario
Fernando;45;Boca;Casado;Terciario
Alejandro;65;Gimnasia LP;Soltero;Terciario
Mauro;18;Rosario Central;Soltero;Terciario
Nicolás;26;Huracán;Soltero;Secundario
Juan;27;Velez;Soltero;Terciario
Yago;22;Independiente;Soltero;Universitario
Nicolás;54;San Lorenzo;Soltero;Universitario
Anibal;55;Velez;Casado;Terciario
Agustín;19;San Lorenzo;Soltero;Terciario
Javier;18;River;Casado;Universitario
Javier;23;Boca;Soltero;Universitario
Anibal;34;Racing;Casado;Secundario
Fernando;33;Huracán;Casado;Universitario
Matías;61;Newells;Casado;Universitario
Yago;49;Independiente;Soltero;Terciario
Santiago;53;Rosario Central;Soltero;Terciario
Agustín;59;Gimnasia LP;Casado;Secundario
Federico;69;San Lorenzo;Casado;Terciario
Agustín;33;Rosario Central;Soltero;Secundario
Marcelo;46;Huracán;Casado;Terciario
Fernando;60;Huracán;Soltero;Universitario
Enrique;58;Velez;Soltero;Terciario
Mariano;21;Velez;Casado;Universitario
Juan;63;Estudiantes;Soltero;Universitario
Javier;29;Newells;Soltero;Secundario
Yago;47;Velez;Soltero;Secundario
Juan;20;Huracán;Soltero;Terciario
Alejo;19;Gimnasia LP;Soltero;Terciario
Adrián;54;Newells;Soltero;Universitario
Federico;35;Huracán;Casado;Universitario
Juan;51;Huracán;Soltero;Terciario
Agustín;23;Racing;Soltero;Secundario
Mauro;36;Velez;Soltero;Terciario
Fernando;48;Gimnasia LP;Casado;Terciario
Federico;40;Estudiantes;Casado;Secundario
Luis;63;Boca;Casado;Universitario
Santiago;33;Racing;Casado;Secundario
Federico;65;San Lorenzo;Casado;Secundario
Juan;42;Independiente;Casado;Universitario
Yago;54;Gimnasia LP;Casado;Universitario
Agustín;46;Racing;Casado;Secundario
Adrián;36;Boca;Soltero;Universitario
Javier;63;Racing;Casado;Secundario
Javier;26;Racing;Casado;Secundario
Luis;24;Rosario Central;Casado;Terciario
Anibal;54;Newells;Soltero;Secundario
Agustín;41;Newells;Soltero;Secundario
Nicolás;34;River;Soltero;Universitario
Santiago;55;Boca;Soltero;Terciario
Daniel;35;River;Casado;Terciario
Matías;52;Velez;Soltero;Universitario
Alejo;40;Velez;Casado;Universitario
Yago;54;Velez;Soltero;Terciario
Matías;49;Velez;Soltero;Secundario
Fernando;22;Huracán;Casado;Universitario
Agustín;51;Velez;Soltero;Terciario
Matías;27;Independiente;Soltero;Terciario
Anibal;64;Boca;Casado;Secundario
Santiago;35;San Lorenzo;Casado;Universitario
Anibal;63;Rosario Central;Soltero;Universitario
Luis;35;Racing;Casado;Secundario
Alejo;41;River;Soltero;Universitario
Enrique;67;Huracán;Casado;Universitario
Nicolás;33;Gimnasia LP;Casado;Terciario
Federico;54;Gimnasia LP;Casado;Terciario
Luis;57;Rosario Central;Soltero;Secundario
Federico;26;Velez;Soltero;Terciario
Mauro;27;River;Soltero;Universitario
Nicolás;34;San Lorenzo;Casado;Terciario
Agustín;42;Estudiantes;Soltero;Secundario
Matías;49;Gimnasia LP;Casado;Universitario
Daniel;38;Rosario Central;Casado;Secundario
Alejo;28;Rosario Central;Casado;Terciario
Martín;68;Rosario Central;Casado;Terciario
Alejandro;31;Independiente;Casado;Terciario
Mariano;42;Boca;Casado;Terciario
Agustín;41;Velez;Casado;Universitario
Mauro;41;Boca;Soltero;Universitario
Fernando;47;Independiente;Casado;Secundario
Santiago;54;River;Casado;Universitario
Mariano;50;Huracán;Casado;Terciario
Fernando;69;Gimnasia LP;Casado;Secundario
Javier;32;Independiente;Casado;Universitario
Mauro;27;Newells;Soltero;Secundario
Luis;51;Huracán;Soltero;Terciario
Javier;37;Estudiantes;Soltero;Secundario
Anibal;56;San Lorenzo;Soltero;Secundario
Nicolás;33;Estudiantes;Casado;Universitario
Daniel;65;Gimnasia LP;Soltero;Secundario
Marcelo;60;Racing;Soltero;Universitario
Luis;61;Huracán;Casado;Secundario
Marcelo;48;Racing;Casado;Universitario
Yago;46;River;Soltero;Secundario
Enrique;49;Huracán;Casado;Secundario
Federico;45;Huracán;Soltero;Secundario
Alejo;30;Huracán;Soltero;Secundario
Matías;34;San Lorenzo;Casado;Secundario
Mariano;40;Newells;Casado;Secundario
Daniel;27;Rosario Central;Soltero;Universitario
Alejandro;48;Newells;Casado;Universitario
Martín;21;Newells;Soltero;Terciario
Agustín;63;Gimnasia LP;Soltero;Terciario
Santiago;60;Rosario Central;Soltero;Universitario
Federico;32;Boca;Soltero;Terciario
Fernando;49;Velez;Soltero;Universitario
Luis;67;River;Casado;Terciario
Marcelo;44;Velez;Casado;Universitario
Mariano;30;Estudiantes;Soltero;Universitario
Luis;27;River;Casado;Secundario
Yago;21;Racing;Casado;Secundario
Enrique;44;Independiente;Soltero;Universitario
Daniel;45;Independiente;Soltero;Terciario
Mauro;66;Gimnasia LP;Casado;Terciario
Juan;58;Newells;Soltero;Terciario
Yago;32;River;Soltero;Secundario
Fernando;63;Velez;Soltero;Universitario
Martín;31;Estudiantes;Casado;Universitario
Mariano;55;Huracán;Casado;Terciario
Alejandro;25;Independiente;Soltero;Universitario
Agustín;30;River;Casado;Terciario
Marcelo;59;River;Soltero;Terciario
Federico;35;Estudiantes;Casado;Secundario
Alejo;43;Independiente;Casado;Terciario
Alejo;39;Estudiantes;Soltero;Terciario
Mariano;54;Boca;Soltero;Terciario
Alejo;59;River;Soltero;Secundario
Fernando;68;Boca;Soltero;Terciario
Adrián;65;Boca;Soltero;Secundario
Federico;42;Huracán;Casado;Secundario
Alejandro;41;Boca;Soltero;Secundario
Daniel;25;River;Casado;Terciario
Matías;40;San Lorenzo;Soltero;Terciario
Yago;37;San Lorenzo;Soltero;Terciario
Anibal;25;Independiente;Casado;Universitario
Santiago;63;Estudiantes;Casado;Universitario
Santiago;67;Independiente;Casado;Terciario
Santiago;69;Estudiantes;Soltero;Universitario
Luis;34;Newells;Soltero;Secundario
Anibal;18;Independiente;Casado;Universitario
Mauro;19;Rosario Central;Casado;Universitario
Adrián;53;Rosario Central;Casado;Universitario
Adrián;22;Newells;Casado;Terciario
Juan;41;Estudiantes;Casado;Secundario
Martín;27;Estudiantes;Soltero;Universitario
Alejo;50;Huracán;Soltero;Secundario
Luis;47;Gimnasia LP;Casado;Terciario
Alejandro;30;Racing;Soltero;Terciario
Mauro;59;Gimnasia LP;Soltero;Terciario
Nicolás;25;Huracán;Soltero;Terciario
Mauro;35;San Lorenzo;Casado;Terciario
Daniel;61;Newells;Casado;Terciario
Martín;62;Estudiantes;Soltero;Terciario
Matías;53;Rosario Central;Casado;Universitario
Marcelo;40;Newells;Casado;Terciario
Agustín;24;Rosario Central;Casado;Terciario
Agustín;19;Boca;Casado;Universitario
Marcelo;24;Boca;Casado;Secundario
Javier;51;San Lorenzo;Casado;Universitario
Adrián;59;Huracán;Casado;Terciario
Mariano;58;River;Casado;Universitario
Luis;59;Boca;Soltero;Universitario
Anibal;53;Estudiantes;Casado;Secundario
Mauro;62;Gimnasia LP;Soltero;Terciario
Fernando;50;Rosario Central;Soltero;Secundario
Fernando;56;Racing;Casado;Terciario
Nicolás;25;San Lorenzo;Soltero;Terciario
Mariano;37;Racing;Soltero;Terciario
Martín;36;River;Soltero;Universitario
Javier;39;Racing;Soltero;Secundario
Santiago;56;Estudiantes;Soltero;Terciario
Santiago;42;San Lorenzo;Casado;Universitario
Marcelo;52;Independiente;Casado;Universitario
Marcelo;68;Huracán;Soltero;Universitario
Nicolás;44;Newells;Casado;Terciario
Agustín;43;Boca;Casado;Universitario
Daniel;28;Newells;Soltero;Secundario
Luis;43;Boca;Casado;Terciario
Yago;42;Boca;Soltero;Terciario
Alejo;69;Racing;Soltero;Universitario
Anibal;20;Velez;Casado;Secundario
Nicolás;44;Rosario Central;Casado;Secundario
Adrián;42;Estudiantes;Soltero;Universitario
Matías;24;Racing;Casado;Terciario
Fernando;60;Estudiantes;Soltero;Secundario
Javier;20;River;Casado;Secundario
Mauro;47;Velez;Soltero;Terciario
Agustín;63;San Lorenzo;Casado;Terciario
Anibal;63;San Lorenzo;Casado;Universitario
Federico;62;Gimnasia LP;Casado;Terciario
Fernando;70;Boca;Soltero;Terciario
Mauro;67;Newells;Casado;Universitario
Juan;68;Estudiantes;Soltero;Universitario
Yago;39;Newells;Casado;Universitario
Yago;65;San Lorenzo;Casado;Secundario
Adrián;28;San Lorenzo;Casado;Universitario
Juan;31;Huracán;Casado;Universitario
Nicolás;21;Estudiantes;Soltero;Universitario
Alejandro;63;Racing;Soltero;Universitario
Nicolás;66;Gimnasia LP;Soltero;Secundario
Daniel;64;Newells;Casado;Terciario
Santiago;38;Newells;Soltero;Universitario
Nicolás;70;River;Soltero;Terciario
Mauro;59;Independiente;Soltero;Terciario
Yago;64;San Lorenzo;Soltero;Secundario
Nicolás;34;San Lorenzo;Casado;Terciario
Fernando;33;Racing;Soltero;Secundario
Juan;50;Newells;Casado;Terciario
Anibal;25;Rosario Central;Soltero;Universitario
Fernando;67;River;Soltero;Terciario
Mariano;49;Independiente;Casado;Universitario
Mariano;19;Velez;Casado;Secundario
Alejandro;34;River;Casado;Universitario
Adrián;45;Rosario Central;Casado;Universitario
Alejandro;70;Boca;Soltero;Secundario
Daniel;23;Newells;Soltero;Secundario
Agustín;64;Rosario Central;Casado;Secundario
Federico;19;Racing;Soltero;Terciario
Matías;46;Racing;Soltero;Universitario
Mauro;20;Newells;Casado;Universitario
Yago;20;Boca;Soltero;Secundario
Martín;39;San Lorenzo;Casado;Terciario
Adrián;49;Huracán;Casado;Terciario
Marcelo;35;Independiente;Casado;Terciario
Marcelo;58;Newells;Casado;Terciario
Enrique;32;Velez;Soltero;Secundario
Mauro;18;Gimnasia LP;Soltero;Secundario
Nicolás;36;Newells;Soltero;Terciario
Adrián;54;Velez;Casado;Terciario
Alejandro;53;Independiente;Casado;Secundario
Santiago;29;Newells;Casado;Terciario
Federico;51;River;Soltero;Secundario
Federico;43;River;Soltero;Secundario
Enrique;68;Newells;Casado;Universitario
Javier;53;Estudiantes;Soltero;Secundario
Mauro;65;Gimnasia LP;Casado;Secundario
Federico;21;Newells;Casado;Secundario
Mariano;45;Velez;Soltero;Universitario
Enrique;34;Racing;Soltero;Universitario
Enrique;36;Boca;Soltero;Secundario
Santiago;25;Newells;Casado;Universitario
Marcelo;66;Estudiantes;Soltero;Universitario
Yago;60;River;Casado;Terciario
Fernando;49;Newells;Soltero;Universitario
Nicolás;52;Estudiantes;Casado;Terciario
Alejo;63;Rosario Central;Soltero;Secundario
Anibal;64;Velez;Soltero;Terciario
Yago;23;Newells;Casado;Secundario
Nicolás;20;San Lorenzo;Casado;Terciario
Marcelo;46;Gimnasia LP;Casado;Universitario
Daniel;35;River;Casado;Terciario
Mariano;53;Rosario Central;Soltero;Terciario
Nicolás;68;Independiente;Soltero;Terciario
Mauro;58;San Lorenzo;Casado;Terciario
Nicolás;21;Estudiantes;Soltero;Secundario
Luis;35;Estudiantes;Soltero;Secundario
Anibal;20;Rosario Central;Casado;Terciario
Matías;24;Gimnasia LP;Casado;Secundario
Federico;38;Gimnasia LP;Soltero;Secundario
